episode_id,user_id,status,scenario_type,topic,scheduled_at,location,pre_anxiety,pre_crying_risk,pre_speech_block_risk,prep_journaling_10m_intensity,prep_three_messages_intensity,prep_breathing_4_7_8_intensity,prep_roleplay_self_qa_intensity,prep_safe_word_plan_intensity,stress_during,stress_after,crying_level,speech_block_level,expression_score,relationship_impact,partner_reaction,days_after_reflection,would_repeat_preparation,reflection_short
439,7,completed,one_on_one,業務負荷の相談,2024-03-21T15:08:00,client_site,9,5,7,,3,6,,,10,10,8,9,0,-3,neutral,,,
440,18,completed,interview,過去の退職理由,2025-03-22T11:29:00,home,2,6,4,7,7,5,8,,2,0,4,3,2,-2,very_negative,10,5,少し泣いたけど言いたいことは伝えられた。
441,9,completed,other,自己開示の練習,2025-05-26T10:51:00,coworking,6,8,7,,,7,,,8,4,7,5,2,-1,very_positive,1,3,泣かなかったが本音をあまり出せなかった。
442,22,cancelled,interview,キャリアの方向性,2024-10-24T14:09:00,home,5,5,4,6,,,,,,,,,,,,,,
443,2,cancelled,partner,将来の暮らし,2026-02-04T10:34:00,home,6,8,7,8,,,,,,,,,,,,,,
444,22,planned,one_on_one,人間関係の摩擦,2025-12-29T21:47:00,office,4,6,6,,9,,7,,,,,,,,,,,
445,18,completed,one_on_one,キャリア相談,2024-07-01T09:51:00,coworking,5,5,6,2,8,,,,4,6,6,3,7,1,neutral,3,5,正直、今回はタイミングを間違えたかもしれない。
446,3,completed,partner,お金の話,2025-05-13T10:08:00,client_site,10,7,7,10,,8,9,,8,10,4,6,5,0,positive,,,
447,12,completed,interview,転職理由,2024-11-02T08:56:00,cafe,10,3,9,,8,8,,,10,10,0,10,7,-3,negative,,,
448,2,completed,family,介護の相談,2025-08-18T18:45:00,online,4,5,1,7,,8,4,9,5,4,3,0,9,-1,neutral,5,9,相手の反応が予想外で混乱した。振り返りが必要。
449,4,planned,interview,転職理由,2026-01-02T22:51:00,cafe,6,8,2,4,4,9,,,,,,,,,,,,
450,5,completed,other,セラピーではない雑談,2025-08-26T12:34:00,cafe,5,3,8,,,,,,5,4,1,10,4,-1,positive,2,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
451,24,completed,one_on_one,人間関係の摩擦,2025-06-17T09:55:00,coworking,8,7,2,,,7,,3,6,6,6,4,2,-2,positive,10,6,ほとんど話せずに終わってしまった。次は準備を変えたい。
452,23,completed,friend,価値観のズレ,2025-06-04T17:27:00,park,10,5,2,,,,8,,10,10,4,2,5,-3,negative,13,10,相手の反応が予想外で混乱した。振り返りが必要。
453,20,completed,family,家族との距離感,2025-07-26T11:15:00,park,5,5,10,4,,9,7,,7,0,4,10,2,-5,negative,3,6,少し泣いたけど言いたいことは伝えられた。
454,25,cancelled,friend,謝罪,2024-09-02T08:24:00,park,6,5,0,,,5,,,,,,,,,,,,
455,24,cancelled,family,家族との距離感,2025-02-02T08:40:00,online,5,8,5,9,,,8,,,,,,,,,,,
456,14,completed,interview,評価面談,2025-06-25T17:53:00,coworking,6,2,6,5,,,,,5,3,2,6,1,-1,neutral,7,1,正直、今回はタイミングを間違えたかもしれない。
457,21,completed,friend,疎遠になっている理由,2025-10-14T22:01:00,office,9,4,8,,,,,2,10,7,2,9,1,-5,very_negative,,,
458,18,completed,friend,価値観のズレ,2025-04-23T21:05:00,home,3,0,3,,8,7,,,5,0,0,4,5,0,very_positive,4,1,かなりつらかったが、終わってみると少し楽になった。
459,13,completed,one_on_one,キャリア相談,2025-01-09T17:44:00,online,4,7,7,,6,5,,,6,1,7,7,6,-1,very_positive,11,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
460,22,completed,other,自己開示の練習,2024-07-17T15:41:00,park,5,5,5,4,,,,,3,7,3,3,0,-2,neutral,,,
461,27,cancelled,one_on_one,業務負荷の相談,2024-02-15T19:08:00,home,5,7,5,,,,,,,,,,,,,,,
462,16,completed,family,進路の話,2025-03-19T12:36:00,park,4,3,0,9,,5,10,,4,0,4,0,5,-3,very_negative,,,
463,30,completed,interview,評価面談,2024-10-11T16:44:00,client_site,8,10,5,,7,,7,,6,8,10,4,6,2,unknown,,,
464,1,cancelled,other,将来への漠然とした不安,2024-03-30T13:05:00,online,5,0,2,,,9,,,,,,,,,,,,
465,5,completed,interview,転職理由,2024-11-10T15:48:00,online,9,9,7,,10,2,10,,9,8,10,8,2,-2,unknown,11,7,泣かなかったが本音をあまり出せなかった。
466,2,completed,one_on_one,キャリア相談,2025-05-01T10:52:00,park,5,2,2,,10,5,,,6,4,1,0,3,-1,very_negative,,,
467,28,completed,family,親への近況報告,2024-11-09T11:23:00,office,6,3,3,,,,8,,5,7,0,1,3,0,very_positive,8,5,かなりつらかったが、終わってみると少し楽になった。
468,5,completed,one_on_one,評価フィードバック,2025-04-14T08:31:00,online,4,3,6,,7,,6,,3,2,2,5,10,1,positive,9,10,正直、今回はタイミングを間違えたかもしれない。
469,5,completed,partner,お金の話,2025-05-02T13:43:00,client_site,8,6,9,7,,,9,,9,8,8,8,5,-3,positive,4,2,少し泣いたけど言いたいことは伝えられた。
470,2,completed,partner,距離を置きたい,2025-10-13T12:56:00,cafe,10,6,2,10,,6,,,10,7,7,2,8,-1,very_positive,2,4,正直、今回はタイミングを間違えたかもしれない。
471,5,completed,interview,過去の退職理由,2024-05-18T19:16:00,client_site,7,7,5,8,,,6,,7,5,5,5,6,-1,very_positive,2,5,相手の反応が予想外で混乱した。振り返りが必要。
472,17,cancelled,one_on_one,評価フィードバック,2025-10-07T22:32:00,park,9,5,2,8,,7,,3,,,,,,,,,,
473,6,completed,interview,キャリアの方向性,2024-11-06T18:46:00,cafe,10,3,8,,5,6,7,,10,8,3,10,2,-2,very_positive,10,5,少し泣いたけど言いたいことは伝えられた。
474,23,completed,friend,久しぶりの再会,2025-06-28T16:04:00,online,8,1,3,,,,,,7,5,0,4,7,1,unknown,,,
475,4,completed,interview,過去の退職理由,2024-04-24T08:29:00,cafe,10,6,7,8,,5,,,10,10,4,6,3,-1,positive,,,
476,13,completed,family,家族との距離感,2025-06-12T21:48:00,park,5,3,6,,,,8,,4,5,3,8,3,-3,negative,12,4,かなりつらかったが、終わってみると少し楽になった。
477,5,completed,friend,価値観のズレ,2024-05-01T14:20:00,cafe,1,3,1,,,1,,7,1,1,2,2,3,-1,very_negative,6,6,泣かなかったが本音をあまり出せなかった。
478,26,completed,one_on_one,業務負荷の相談,2025-11-18T10:18:00,home,2,3,7,,9,,,,2,0,0,7,7,1,positive,1,2,かなり落ち着いて話せた。準備が効いた感じがある。
479,27,cancelled,partner,お金の話,2025-03-01T22:01:00,cafe,4,2,5,,8,8,10,,,,,,,,,,,
480,4,completed,friend,久しぶりの再会,2024-11-26T17:51:00,cafe,4,5,3,8,6,,,7,6,0,5,6,5,-1,very_positive,3,3,正直、今回はタイミングを間違えたかもしれない。
481,29,completed,family,親への近況報告,2024-10-03T14:12:00,cafe,8,5,4,,,5,,,8,10,5,4,2,-3,negative,13,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
482,1,completed,one_on_one,キャリア相談,2025-07-06T20:15:00,park,8,8,7,,,,,,8,7,10,10,2,-3,very_negative,7,5,少し泣いたけど言いたいことは伝えられた。
483,16,cancelled,one_on_one,キャリア相談,2025-03-30T21:12:00,client_site,5,4,5,5,3,8,7,,,,,,,,,,,
484,29,completed,family,親への近況報告,2024-06-08T10:54:00,home,6,6,6,6,,6,8,,6,5,7,7,4,-2,very_negative,11,5,少し泣いたけど言いたいことは伝えられた。
485,29,completed,family,介護の相談,2025-07-23T20:58:00,home,2,2,2,,5,10,,,3,2,1,0,7,-2,very_negative,,,
486,5,completed,client,納期遅延の相談,2025-03-06T10:09:00,client_site,6,6,7,,8,8,4,,8,5,7,8,7,-1,positive,,,
487,8,completed,interview,評価面談,2025-08-11T19:31:00,cafe,9,5,6,5,,,,,10,7,4,8,0,-5,negative,6,4,正直、今回はタイミングを間違えたかもしれない。
488,2,completed,partner,別れ話,2024-02-01T08:28:00,home,3,7,8,8,,,,6,5,3,3,5,4,1,very_positive,,,
489,5,completed,partner,将来の暮らし,2024-10-14T16:56:00,online,8,7,4,,,7,7,,6,5,6,5,4,-3,very_negative,,,
490,5,completed,one_on_one,キャリア相談,2025-09-20T11:59:00,coworking,4,5,6,,7,,,3,6,3,5,1,7,1,neutral,13,8,かなり落ち着いて話せた。準備が効いた感じがある。
491,2,completed,one_on_one,業務負荷の相談,2024-06-18T19:38:00,cafe,4,4,6,7,9,10,5,,5,2,0,4,10,2,neutral,,,
492,5,cancelled,other,自己開示の練習,2024-05-02T09:33:00,office,6,4,8,,,5,,,,,,,,,,,,
493,21,planned,one_on_one,評価フィードバック,2026-01-18T22:55:00,home,5,8,7,5,5,7,,,,,,,,,,,,
494,12,completed,one_on_one,業務負荷の相談,2025-04-16T08:42:00,client_site,1,4,5,,10,,,,2,3,3,3,9,-1,positive,6,9,ほとんど話せずに終わってしまった。次は準備を変えたい。
495,4,completed,one_on_one,評価フィードバック,2025-09-25T12:28:00,online,9,4,6,6,10,10,,,10,10,2,7,4,-3,unknown,,,
496,3,completed,interview,転職理由,2024-07-07T21:11:00,park,4,7,7,5,,4,,5,4,3,6,7,4,-1,very_positive,12,4,少し泣いたけど言いたいことは伝えられた。
497,4,planned,family,家族との距離感,2025-12-27T22:23:00,online,5,4,4,8,,,8,,,,,,,,,,,
498,20,completed,client,納期遅延の相談,2024-05-25T08:07:00,online,2,7,5,5,10,8,7,,3,0,6,6,3,2,neutral,,,
499,3,completed,one_on_one,業務負荷の相談,2024-06-08T11:44:00,cafe,5,6,5,,6,,,,2,2,4,6,2,-3,negative,10,5,相手の反応が予想外で混乱した。振り返りが必要。
500,4,cancelled,other,セラピーではない雑談,2024-04-28T21:43:00,park,4,2,5,7,10,6,,,,,,,,,,,,
501,26,completed,other,自己開示の練習,2025-08-03T13:34:00,client_site,7,7,7,10,,9,9,3,7,4,5,10,2,-1,negative,,,
502,8,completed,one_on_one,人間関係の摩擦,2024-07-10T17:22:00,client_site,6,4,4,,5,8,5,,8,4,1,6,4,-2,very_negative,1,5,正直、今回はタイミングを間違えたかもしれない。
503,19,completed,interview,過去の退職理由,2025-03-06T09:27:00,home,9,10,7,6,8,,,,9,9,6,6,4,-5,negative,6,8,少し泣いたけど言いたいことは伝えられた。
504,4,completed,other,自己開示の練習,2025-03-29T12:34:00,online,4,3,1,,,2,,,7,5,2,1,7,0,very_positive,5,6,泣かなかったが本音をあまり出せなかった。
505,13,cancelled,interview,転職理由,2025-11-12T16:31:00,office,6,6,8,7,8,,3,,,,,,,,,,,
506,19,completed,interview,キャリアの方向性,2024-07-14T13:55:00,client_site,4,7,9,3,10,2,10,3,6,1,5,8,8,0,negative,2,7,かなり落ち着いて話せた。準備が効いた感じがある。
507,5,completed,partner,お金の話,2024-04-17T09:01:00,office,10,7,8,,,,,7,10,9,5,6,5,0,positive,5,5,正直、今回はタイミングを間違えたかもしれない。
508,2,planned,other,セラピーではない雑談,2026-02-26T11:12:00,client_site,4,4,2,,9,3,7,,,,,,,,,,,
509,9,completed,interview,評価面談,2025-08-30T13:14:00,park,9,7,9,4,,4,,,7,10,3,8,1,-3,very_negative,1,4,相手の反応が予想外で混乱した。振り返りが必要。
510,1,planned,interview,キャリアの方向性,2026-01-28T18:02:00,home,7,9,9,,,7,,,,,,,,,,,,
511,9,completed,family,進路の話,2025-03-23T13:05:00,client_site,4,7,4,6,6,9,,,3,6,3,2,5,1,neutral,,,
512,25,completed,interview,過去の退職理由,2024-06-10T18:43:00,home,6,7,5,8,,5,5,,5,6,4,0,3,-1,positive,2,9,相手の反応が予想外で混乱した。振り返りが必要。
513,1,completed,interview,過去の退職理由,2025-04-18T15:59:00,coworking,7,7,10,9,,8,8,,8,9,7,10,6,-2,unknown,4,8,少し泣いたけど言いたいことは伝えられた。
514,25,completed,partner,将来の暮らし,2024-03-22T13:39:00,client_site,6,7,5,5,,5,6,,7,7,7,5,3,-5,neutral,2,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
515,5,completed,interview,キャリアの方向性,2024-07-11T12:06:00,online,10,6,9,,8,,,,10,7,6,10,1,-2,neutral,10,3,相手の反応が予想外で混乱した。振り返りが必要。
516,22,completed,family,介護の相談,2024-04-24T19:04:00,coworking,5,4,4,8,6,3,,,5,3,2,3,3,-2,very_positive,8,6,かなり落ち着いて話せた。準備が効いた感じがある。
517,4,cancelled,one_on_one,業務負荷の相談,2025-04-02T10:10:00,office,6,3,3,,,,,,,,,,,,,,,
518,1,completed,other,セラピーではない雑談,2024-04-29T12:09:00,park,6,3,3,8,,,,,5,5,1,3,7,-1,very_positive,,,
519,3,planned,friend,久しぶりの再会,2026-02-03T15:35:00,park,6,6,5,10,6,,,,,,,,,,,,,
520,3,completed,family,介護の相談,2025-07-08T20:17:00,cafe,9,6,6,5,4,9,,,9,5,6,10,1,-4,very_negative,,,
521,18,completed,partner,別れ話,2024-05-17T16:54:00,cafe,9,8,7,,9,6,4,7,10,4,5,7,5,-3,very_negative,3,6,相手の反応が予想外で混乱した。振り返りが必要。
522,3,completed,one_on_one,人間関係の摩擦,2024-12-13T22:13:00,cafe,6,6,5,6,6,10,,,4,4,3,7,3,0,positive,1,6,少し泣いたけど言いたいことは伝えられた。
523,2,completed,friend,謝罪,2024-01-29T08:32:00,office,3,5,3,9,5,,,,6,0,4,0,5,1,positive,,,
524,17,completed,family,進路の話,2024-04-22T20:58:00,office,9,3,6,5,10,,,,9,7,6,6,4,0,very_positive,3,7,少し泣いたけど言いたいことは伝えられた。
525,14,completed,client,契約更新,2025-08-21T19:23:00,park,5,8,5,,,9,,,8,5,8,8,2,-3,negative,,,
526,5,cancelled,other,セラピーではない雑談,2026-02-26T21:16:00,online,7,0,3,9,6,5,,,,,,,,,,,,
527,2,planned,partner,将来の暮らし,2026-01-30T13:59:00,online,7,6,5,10,8,9,,,,,,,,,,,,
528,3,completed,family,進路の話,2024-11-07T10:38:00,home,4,5,4,7,,,,6,4,3,3,8,0,-5,very_negative,2,9,かなり落ち着いて話せた。準備が効いた感じがある。
529,1,cancelled,other,自己開示の練習,2024-01-08T17:00:00,park,6,5,0,,6,10,,,,,,,,,,,,
530,2,completed,friend,久しぶりの再会,2025-04-20T17:14:00,client_site,3,5,5,,9,,,,3,0,2,4,6,-1,unknown,8,8,かなり落ち着いて話せた。準備が効いた感じがある。
531,19,planned,family,進路の話,2025-12-03T15:27:00,cafe,8,2,1,,,8,7,10,,,,,,,,,,
532,3,completed,interview,評価面談,2025-03-17T18:25:00,park,8,6,8,9,7,,1,,3,7,5,8,4,1,unknown,,,
533,17,completed,one_on_one,評価フィードバック,2025-09-05T13:45:00,home,6,5,2,,7,,,,5,3,0,2,7,-2,very_negative,9,9,かなり落ち着いて話せた。準備が効いた感じがある。
534,4,cancelled,one_on_one,評価フィードバック,2025-03-28T21:56:00,cafe,6,7,4,6,9,7,7,,,,,,,,,,,
535,3,completed,partner,将来の暮らし,2024-07-13T21:28:00,office,2,8,7,,,,,,1,2,7,6,1,-1,unknown,6,6,ほとんど話せずに終わってしまった。次は準備を変えたい。
536,8,cancelled,interview,評価面談,2024-02-18T13:41:00,office,9,7,7,,5,,10,,,,,,,,,,,
537,8,cancelled,interview,キャリアの方向性,2024-04-01T21:59:00,online,10,10,8,,7,,,,,,,,,,,,,
538,20,completed,one_on_one,評価フィードバック,2024-11-24T10:24:00,park,4,8,4,,,,,,8,3,9,7,0,-1,very_positive,13,4,泣かなかったが本音をあまり出せなかった。
539,12,cancelled,friend,久しぶりの再会,2025-12-30T11:53:00,client_site,5,4,1,,7,7,3,,,,,,,,,,,
540,5,completed,client,契約更新,2025-03-17T09:08:00,park,3,5,4,,,,,,2,3,5,6,1,1,negative,,,
541,3,completed,client,トラブルの謝罪,2025-05-25T13:04:00,cafe,6,5,6,,,,,7,8,6,5,8,7,-1,very_negative,9,8,正直、今回はタイミングを間違えたかもしれない。
542,1,cancelled,friend,謝罪,2025-06-16T18:19:00,online,5,3,6,,6,10,6,,,,,,,,,,,
543,4,completed,partner,結婚について,2024-05-09T17:35:00,park,6,7,9,5,,,,,4,6,7,6,2,-5,negative,7,6,ほとんど話せずに終わってしまった。次は準備を変えたい。
544,22,completed,one_on_one,キャリア相談,2025-01-16T17:26:00,coworking,9,5,9,4,8,,7,,10,9,7,9,5,1,negative,3,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
545,3,completed,interview,転職理由,2025-09-26T11:45:00,online,8,7,7,,,8,,,8,6,4,10,4,-4,negative,,,
546,5,cancelled,one_on_one,人間関係の摩擦,2025-03-17T10:03:00,park,8,6,5,,9,10,,,,,,,,,,,,
547,5,completed,family,介護の相談,2025-03-31T14:17:00,office,6,5,5,,10,,,,6,6,3,3,8,4,very_positive,,,
548,3,completed,interview,キャリアの方向性,2025-09-01T15:33:00,online,9,10,7,,6,,,,10,5,10,4,2,-1,positive,1,6,正直、今回はタイミングを間違えたかもしれない。
549,4,completed,partner,お金の話,2025-05-27T13:31:00,office,4,5,10,10,,8,,,4,2,1,10,3,0,unknown,8,4,ほとんど話せずに終わってしまった。次は準備を変えたい。
550,1,completed,other,将来への漠然とした不安,2024-03-29T09:51:00,home,2,3,5,,,6,,,2,2,0,3,4,1,positive,8,4,かなりつらかったが、終わってみると少し楽になった。
551,1,completed,family,親への近況報告,2025-10-12T12:12:00,office,5,5,6,8,6,4,8,,3,5,3,1,3,0,very_negative,7,7,泣かなかったが本音をあまり出せなかった。
552,2,completed,client,納期遅延の相談,2024-03-19T09:48:00,office,7,6,7,8,6,,,,10,5,10,10,0,-3,unknown,10,6,かなり落ち着いて話せた。準備が効いた感じがある。
553,3,completed,interview,転職理由,2024-06-16T14:18:00,cafe,6,6,7,,10,,,,7,5,6,8,9,0,very_positive,,,
554,8,completed,interview,転職理由,2024-11-10T16:34:00,online,6,6,8,3,9,,,,6,2,5,5,6,0,very_negative,13,5,かなりつらかったが、終わってみると少し楽になった。
555,15,completed,client,トラブルの謝罪,2024-02-22T13:10:00,park,7,5,5,,,,3,3,8,7,5,6,6,-3,very_negative,2,4,かなりつらかったが、終わってみると少し楽になった。
556,9,completed,partner,別れ話,2025-05-16T22:49:00,online,7,8,5,2,,8,,,8,8,9,5,4,-2,neutral,,,
557,6,completed,other,セラピーではない雑談,2025-10-06T08:23:00,home,6,4,3,6,4,4,,3,8,5,0,5,2,-2,very_negative,,,
558,24,completed,one_on_one,評価フィードバック,2025-06-20T22:33:00,client_site,7,4,4,,,,,,7,7,7,5,1,-3,positive,11,4,かなり落ち着いて話せた。準備が効いた感じがある。
559,2,planned,interview,評価面談,2026-01-11T19:08:00,home,6,8,5,8,7,3,,,,,,,,,,,,
560,3,completed,client,値上げ交渉,2025-01-14T20:14:00,client_site,10,4,9,10,6,6,8,,10,6,5,6,5,-4,negative,3,6,かなりつらかったが、終わってみると少し楽になった。
561,29,completed,partner,将来の暮らし,2025-10-18T19:21:00,online,6,2,2,7,,8,,,6,1,0,1,4,-3,negative,,,
562,2,completed,interview,キャリアの方向性,2024-08-01T17:05:00,client_site,6,7,2,3,8,7,,,7,4,10,0,6,-4,negative,3,5,正直、今回はタイミングを間違えたかもしれない。
563,1,completed,interview,評価面談,2024-03-22T16:08:00,park,8,8,6,4,8,8,,7,7,5,4,7,5,-1,positive,2,7,泣かなかったが本音をあまり出せなかった。
564,3,completed,partner,お金の話,2024-07-22T14:33:00,cafe,5,7,7,,,6,6,,7,4,10,9,2,-3,negative,,,
565,1,planned,one_on_one,評価フィードバック,2026-02-02T20:21:00,office,4,6,6,,6,1,,8,,,,,,,,,,
566,4,completed,family,親への近況報告,2024-12-28T10:43:00,cafe,4,6,4,,7,8,,5,3,3,2,3,7,-2,very_negative,4,7,かなり落ち着いて話せた。準備が効いた感じがある。
567,25,planned,interview,評価面談,2026-02-04T11:21:00,home,10,3,7,5,5,5,5,9,,,,,,,,,,
568,22,completed,partner,距離を置きたい,2025-07-15T19:04:00,park,3,5,6,5,,,,,5,0,7,4,3,-4,very_negative,,,
569,23,completed,interview,過去の退職理由,2024-04-25T16:50:00,home,6,6,9,9,,,,,8,2,6,10,2,-4,negative,,,
570,1,completed,family,親への近況報告,2025-06-22T15:09:00,cafe,3,5,7,5,3,5,,,1,0,0,5,4,-1,very_negative,1,9,かなりつらかったが、終わってみると少し楽になった。
571,2,completed,interview,評価面談,2024-11-12T08:35:00,park,4,8,9,6,5,,6,2,5,3,7,10,0,-2,neutral,13,1,少し泣いたけど言いたいことは伝えられた。
572,3,completed,interview,過去の退職理由,2025-01-10T16:09:00,office,8,4,6,,10,3,,,9,7,6,2,5,-2,negative,,,
573,4,completed,other,自己開示の練習,2024-01-17T09:24:00,coworking,5,3,4,,,,,,5,4,2,4,4,-3,neutral,12,5,相手の反応が予想外で混乱した。振り返りが必要。
574,25,completed,friend,疎遠になっている理由,2025-10-16T10:38:00,office,4,3,6,,,,5,3,4,1,4,6,3,-1,very_positive,,,
575,4,completed,other,自己開示の練習,2024-11-16T22:25:00,online,7,3,6,,10,6,,,8,3,3,7,4,-1,unknown,5,7,かなり落ち着いて話せた。準備が効いた感じがある。
576,10,cancelled,friend,価値観のズレ,2025-07-13T13:03:00,office,4,4,5,5,4,,,,,,,,,,,,,
577,5,completed,partner,お金の話,2024-02-13T08:53:00,office,8,9,4,,8,,,,10,5,9,0,7,0,unknown,,,
578,2,completed,family,介護の相談,2025-01-20T08:21:00,office,4,2,6,6,,,,,2,5,0,7,0,1,positive,11,5,正直、今回はタイミングを間違えたかもしれない。
579,2,cancelled,interview,過去の退職理由,2024-10-29T18:10:00,online,6,5,9,,,7,4,3,,,,,,,,,,
580,9,completed,one_on_one,人間関係の摩擦,2025-03-10T20:38:00,online,3,4,6,,,10,,,3,0,4,4,3,-4,neutral,,,
581,13,planned,one_on_one,業務負荷の相談,2025-12-21T17:32:00,coworking,5,4,3,,,8,,,,,,,,,,,,
582,4,completed,interview,キャリアの方向性,2023-12-25T22:39:00,cafe,8,1,10,,8,9,,,10,7,0,8,3,-2,negative,1,1,相手の反応が予想外で混乱した。振り返りが必要。
583,13,cancelled,family,進路の話,2024-12-10T08:44:00,home,3,1,5,,3,5,,,,,,,,,,,,
584,4,completed,one_on_one,人間関係の摩擦,2025-03-14T17:25:00,office,7,3,6,,,,8,,9,4,6,8,3,1,unknown,13,2,相手の反応が予想外で混乱した。振り返りが必要。
585,2,cancelled,other,セラピーではない雑談,2024-05-18T17:10:00,cafe,10,5,8,5,5,,7,5,,,,,,,,,,
586,13,completed,partner,別れ話,2025-06-23T13:01:00,coworking,4,7,7,6,,,,5,5,5,7,7,0,-2,very_negative,5,6,少し泣いたけど言いたいことは伝えられた。
587,4,completed,partner,結婚について,2024-10-29T11:06:00,office,4,9,7,,5,7,,,4,2,8,10,1,0,neutral,2,5,かなりつらかったが、終わってみると少し楽になった。
588,10,completed,partner,将来の暮らし,2025-08-09T19:53:00,office,9,6,7,,,,,,10,10,5,5,5,-3,unknown,12,5,かなり落ち着いて話せた。準備が効いた感じがある。
589,6,completed,other,将来への漠然とした不安,2024-09-10T16:40:00,home,3,5,7,,,,4,,8,3,8,9,3,-1,negative,4,6,かなりつらかったが、終わってみると少し楽になった。
590,24,planned,client,トラブルの謝罪,2026-02-24T13:55:00,home,7,7,6,8,10,8,,,,,,,,,,,,
591,30,completed,partner,別れ話,2025-11-04T22:14:00,cafe,8,6,5,,9,,7,,10,6,7,3,2,-3,very_negative,2,7,正直、今回はタイミングを間違えたかもしれない。
592,13,cancelled,family,親への近況報告,2024-01-28T14:47:00,online,7,2,5,8,9,,,,,,,,,,,,,
593,2,completed,one_on_one,人間関係の摩擦,2024-10-22T12:47:00,home,6,6,7,9,10,,,,8,8,7,5,0,-3,negative,8,4,正直、今回はタイミングを間違えたかもしれない。
594,16,completed,interview,キャリアの方向性,2023-12-28T13:11:00,office,10,5,7,9,5,,8,,10,7,0,10,6,-5,negative,5,6,かなりつらかったが、終わってみると少し楽になった。
595,13,completed,friend,疎遠になっている理由,2024-07-10T10:51:00,cafe,6,6,3,7,,,,,10,5,8,5,3,-2,neutral,8,9,かなりつらかったが、終わってみると少し楽になった。
596,2,completed,partner,結婚について,2024-04-18T17:35:00,coworking,9,9,7,,,,,,9,10,7,5,2,-4,neutral,,,
597,16,completed,one_on_one,業務負荷の相談,2024-06-05T11:40:00,coworking,5,9,7,,,6,,,9,4,10,9,0,-2,unknown,,,
598,1,planned,interview,キャリアの方向性,2026-02-03T22:46:00,coworking,10,6,6,6,10,9,,3,,,,,,,,,,
599,15,completed,partner,距離を置きたい,2024-03-25T10:25:00,online,7,6,9,,,10,7,4,7,6,6,9,2,-2,very_positive,12,8,ほとんど話せずに終わってしまった。次は準備を変えたい。
600,2,completed,family,進路の話,2024-01-05T12:36:00,office,4,3,7,,,,,6,8,2,2,10,4,1,unknown,5,5,相手の反応が予想外で混乱した。振り返りが必要。
601,2,completed,client,値上げ交渉,2025-11-15T21:23:00,home,7,5,6,,,4,,10,10,7,7,6,4,-3,neutral,,,
602,3,planned,interview,転職理由,2025-12-28T20:09:00,online,9,6,7,5,5,8,,9,,,,,,,,,,
603,5,completed,partner,別れ話,2024-07-19T10:08:00,park,4,4,6,,,8,,9,6,4,3,2,4,-2,unknown,2,4,かなり落ち着いて話せた。準備が効いた感じがある。
604,5,completed,family,介護の相談,2024-12-13T12:27:00,park,6,8,8,9,,,,10,7,5,5,10,3,-2,positive,9,4,少し泣いたけど言いたいことは伝えられた。
605,6,completed,client,契約更新,2025-03-01T09:09:00,coworking,5,0,5,5,6,7,8,,6,1,0,3,10,1,very_positive,3,10,かなり落ち着いて話せた。準備が効いた感じがある。
606,7,completed,partner,結婚について,2025-02-28T14:45:00,cafe,6,6,5,,,6,,,8,3,8,7,4,-1,very_positive,,,
607,1,completed,interview,過去の退職理由,2025-01-14T14:27:00,online,6,10,7,3,6,6,6,,4,7,9,5,0,-3,very_positive,12,4,少し泣いたけど言いたいことは伝えられた。
608,4,completed,interview,過去の退職理由,2025-08-15T17:32:00,online,6,10,9,3,10,,,,6,3,9,6,5,0,positive,8,6,泣かなかったが本音をあまり出せなかった。
609,3,planned,interview,キャリアの方向性,2026-01-17T13:27:00,office,7,4,6,,6,,,,,,,,,,,,,
610,28,completed,interview,キャリアの方向性,2025-03-21T08:32:00,cafe,6,6,8,7,3,,,,7,8,5,5,0,-4,very_negative,3,6,相手の反応が予想外で混乱した。振り返りが必要。
611,29,completed,friend,謝罪,2025-10-06T16:01:00,park,4,6,5,,,10,,6,9,2,4,10,1,-3,very_positive,7,3,少し泣いたけど言いたいことは伝えられた。
612,22,completed,interview,キャリアの方向性,2024-12-22T17:05:00,home,8,9,9,9,,,,,10,3,10,8,0,-3,very_positive,12,4,少し泣いたけど言いたいことは伝えられた。
613,3,completed,friend,疎遠になっている理由,2024-03-23T13:27:00,online,3,3,1,,7,,,,3,0,3,1,4,-2,negative,,,
614,4,completed,partner,結婚について,2025-08-16T14:01:00,home,7,7,9,7,9,,,7,5,5,5,5,2,-2,neutral,7,6,相手の反応が予想外で混乱した。振り返りが必要。
615,2,completed,other,将来への漠然とした不安,2025-02-26T17:36:00,online,6,3,4,8,,,,,10,7,2,7,4,-3,neutral,,,
616,1,completed,one_on_one,評価フィードバック,2025-01-12T13:49:00,park,2,7,4,,7,10,,,3,0,8,1,5,-5,unknown,9,6,泣かなかったが本音をあまり出せなかった。
617,9,completed,partner,将来の暮らし,2025-06-10T16:58:00,client_site,8,3,9,7,,9,6,,9,6,4,8,0,0,neutral,9,3,相手の反応が予想外で混乱した。振り返りが必要。
618,4,completed,partner,距離を置きたい,2024-10-13T19:57:00,park,6,8,5,10,,,,,4,7,5,5,6,0,very_positive,,,
